Water,Eau,Wasser,Acqua,みず,물,Agua
Staraptor,Étouraptor,Staraptor,Staraptor,ムクホーク,찌르호크,Staraptor
Bidoof,Keunotor,Bidiza,Bidoof,ビッパ,비버니,Bidoof
Bibarel,Castorno,Bidifas,Bibarel,ビーダル,비버통,Bibarel
Kricketot,Crikzik,Zirpurze,Kricketot,コロボーシ,귀뚤뚜기,Kricketot
Kricketune,Mélokrik,Zirpeise,Kricketune,コロトック,귀뚤톡크,Kricketune
Shinx,Lixy,Sheinux,Shinx,コリンク,꼬링크,Shinx
Luxio,Luxio,Luxio,Luxio,ルクシオ,럭시오,Luxio
Luxray,Luxray,Luxtra,Luxray,レントラー,렌트라,Luxray
Budew,Rozbouton,Knospi,Budew,スボミー,꼬몽울,Budew
Roserade,Roserade,Roserade,Roserade,ロズレイド,로즈레이드,Roserade
Cranidos,Kranidos,Koknodon,Cranidos,ズガイドス,두개도스,Cranidos
Rampardos,Charkos,Rameidon,Rampardos,ラムパルド,램펄드,Rampardos
Shieldon,Dinoclier,Schilterus,Shieldon,タテトプス,방패톱스,Shieldon
Bastiodon,Bastiodon,Bollterus,Bastiodon,トリデプス,바리톱스,Bastiodon
Burmy,Cheniti,Burmy,Burmy,ミノムッチ,도롱충이,Burmy
Wormadam,Cheniselle,Burmadame,Wormadam,ミノマダム,도롱마담,Wormadam
Mothim,Papilord,Moterpel,Mothim,ガーメイル,나메일,Mothim
Combee,Apitrini,Wadribie,Combee,ミツハニー,세꿀버리,Combee
Vespiquen,Apireine,Honweisel,Vespiquen,ビークイン,비퀸,Vespiquen
Pachirisu,Pachirisu,Pachirisu,Pachirisu,パチリス,파치리스,Pachirisu
Buizel,Mustébouée,Bamelin,Buizel,ブイゼル,브이젤,Buizel
Floatzel,Mustéflott,Bojelin,Floatzel,フローゼル,플로젤,Floatzel
Cherubi,Ceribou,Kikugi,Cherubi,チェリンボ,체리버,Cherubi
Cherrim,Ceriflor,Kinoso,Cherrim,チェリム,체리꼬,Cherrim
Shellos,Sancoki,Schalellos,Shellos,カラナクシ,깝질무,Shellos
Gastrodon,Tritosor,Gastrodon,Gastrodon,トリトドン,트리토돈,Gastrodon
Ambipom,Capidextre,Ambidiffel,Ambipom,エテボース,겟핸보숭,Ambipom
Drifloon,Baudrive,Driftlon,Drifloon,フワンテ,흔들풍손,Drifloon
Drifblim,Grodrive,Drifzepeli,Drifblim,フワライド,둥실라이드,Drifblim
Buneary,Laporeille,Haspiror,Buneary,ミミロル,이어롤,Buneary
Lopunny,Lockpin,Schlapor,Lopunny,ミミロップ,이어롭,Lopunny
Mismagius,Magirêve,Traunmagil,Mismagius,ムウマージ,무우마직,Mismagius
Honchkrow,Corboss,Kramshef,Honchkrow,ドンカラス,돈크로우,Honchkrow
Glameow,Chaglam,Charmian,Glameow,ニャルマー,나옹마,Glameow
Purugly,Chaffreux,Shnurgarst,Purugly,ブニャット,몬냥이,Purugly
Chingling,Korillon,Klingplim,Chingling,リーシャン,랑딸랑,Chingling
Stunky,Moufouette,Skunkapuh,Stunky,スカンプー,스컹뿡,Stunky
Skuntank,Moufflair,Skunktank,Skuntank,スカタンク,스컹탱크,Skuntank
Bronzor,Archéomire,Bronzel,Bronzor,ドーミラー,동미러,Bronzor
Bronzong,Archéodong,Bronzong,Bronzong,ドータクン,동탁군,Bronzong
Bonsly,Manzaï,Mobai,Bonsly,ウソハチ,꼬지지,Bonsly
Mime Jr.,Mime Jr,Pantimimi,Mime Jr.,マネネ,흉내내,Mime Jr.
Happiny,Ptiravi,Wonneira,Happiny,ピンプク,핑복,Happiny
Chatot,Pijako,Plaudagei,Chatot,ペラップ,페라페,Chatot
Spiritomb,Spiritomb,Kryppuk,Spiritomb,ミカルゲ,화강돌,Spiritomb
Gible,Griknot,Kaumalat,Gible,フカマル,딥상어동,Gible
Gabite,Carmache,Knarksel,Gabite,ガバイト,한바이트,Gabite
Garchomp,Carchacrok,Knakrack,Garchomp,ガブリアス,한카리아스,Garchomp
Munchlax,Goinfrex,Mampfaxo,Munchlax,ゴンベ,먹고자,Munchlax
Riolu,Riolu,Riolu,Riolu,リオル,리오르,Riolu
Lucario,Lucario,Lucario,Lucario,ルカリオ,루카리오,Lucario
Hippopotas,Hippopotas,Hippopotas,Hippopotas,ヒポポタス,히포포타스,Hippopotas
Hippowdon,Hippodocus,Hippoterus,Hippowdon,カバルドン,하마돈,Hippowdon
Skorupi,Rapion,Pionskora,Skorupi,スコルピ,스콜피,Skorupi
Drapion,Drascore,Piondragi,Drapion,ドラピオン,드래피온,Drapion
Croagunk,Cradopaud,Glibunkel,Croagunk,グレッグル,삐딱구리,Croagunk
Toxicroak,Coatox,Toxiquak,Toxicroak,ドクロッグ,독개굴,Toxicroak
Carnivine,Vortente,Venuflibis,Carnivine,マスキッパ,무스틈니,Carnivine
Finneon,Écayon,Finneon,Finneon,ケイコウオ,형광어,Finneon
Lumineon,Luminéon,Lumineon,Lumineon,ネオラント,네오라이트,Lumineon
Mantyke,Babimanta,Mantirps,Mantyke,タマンタ,타만타,Mantyke
Snover,Blizzi,Shnebedeck,Snover,ユキカブリ,눈쓰개,Snover
Abomasnow,Blizzaroi,Rexblisar,Abomasnow,ユキノオー,눈설왕,Abomasnow
Weavile,Dimoret,Snibunna,Weavile,マニューラ,포푸니라,Weavile
Magnezone,Magnézone,Magnezone,Magnezone,ジバコイル,자포코일,Magnezone
Lickilicky,Coudlangue,Schlurplek,Lickilicky,ベロベルト,내룸벨트,Lickilicky
Rhyperior,Rhinastoc,Rihornior,Rhyperior,ドサイドン,거대코뿌리,Rhyperior
Tangrowth,Bouldeneu,Tangoloss,Tangrowth,モジャンボ,덩쿠림보,Tangrowth
Electivire,Élekable,Elevoltek,Electivire,エレキブル,에레키블,Electivire
Magmortar,Maganon,Magbrant,Magmortar,ブーバーン,마그마번,Magmortar
Togekiss,Togekiss,Togekiss,Togekiss,トゲキッス,토게키스,Togekiss
Yanmega,Yanméga,Yanmega,Yanmega,メガヤンマ,메가자리,Yanmega
Leafeon,Phyllali,Folipurba,Leafeon,リーフィア,리피아,Leafeon
Glaceon,Givrali,Glaziola,Glaceon,グレイシア,글레이시아,Glaceon
Gliscor,Scorvol,Skorgro,Gliscor,グライオン,글라이온,Gliscor
Mamoswine,Mammochon,Mamutel,Mamoswine,マンムー,맘모꾸리,Mamoswine
Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,ポリゴンＺ,폴리곤Z,Porygon-Z
Gallade,Gallame,Galagladi,Gallade,エルレイド,엘레이드,Gallade
Probopass,Tarinorme,Voluminas,Probopass,ダイノーズ,대코파스,Probopass
Dusknoir,Noctunoir,Zwirrfinst,Dusknoir,ヨノワール,야느와르몽,Dusknoir
Froslass,Momartik,Frosdedje,Froslass,ユキメノコ,눈여아,Froslass
Rotom,Motisma,Rotom,Rotom,ロトム,로토무,Rotom
Uxie,Créhelf,Selfe,Uxie,ユクシー,유크시,Uxie
Mesprit,Créfollet,Vesprit,Mesprit,エムリット,엠라이트,Mesprit
Azelf,Créfadet,Tobutz,Azelf,アグノム,아그놈,Azelf
Dialga,Dialga,Dialga,Dialga,ディアルガ,디아루가,Dialga
Palkia,Palkia,Palkia,Palkia,パルキア,펄기아,Palkia
Heatran,Heatran,Heatran,Heatran,ヒードラン,히드런,Heatran
Regigigas,Regigigas,Regigigas,Regigigas,レジギガス,레지기가스,Regigigas
Giratina,Giratina,Giratina,Giratina,ギラティナ,기라티나,Giratina
Cresselia,Cresselia,Cresselia,Cresselia,クレセリア,크레세리아,Cresselia
Phione,Phione,Phione,Phione,フィオネ,피오네,Phione
Manaphy,Manaphy,Manaphy,Manaphy,マナフィ,마나피,Manaphy
Darkrai,Darkrai,Darkrai,Darkrai,ダークライ,다크라이,Darkrai
Shaymin,Shaymin,Shaymin,Shaymin,シェイミ,쉐이미,Shaymin
Arceus,Arceus,Arceus,Arceus,アルセウス,아르세우스,Arceus
Victini,Victini,Victini,Victini,ビクティニ,비크티니,Victini
Snivy,Vipélierre,Serpifeu,Snivy,ツタージャ,주리비얀,Snivy
Servine,Lianaja,Efoserp,Servine,ジャノビー,샤비,Servine
Serperior,Majaspic,Serpiroyal,Serperior,ジャローダ,샤로다,Serperior
Tepig,Gruikui,Floink,Tepig,ポカブ,뚜꾸리,Tepig
Pignite,Grotichon,Ferkokel,Pignite,チャオブー,챠오꿀,Pignite
Emboar,Roitiflam,Flambirex,Emboar,エンブオー,염무왕,Emboar
Oshawott,Moustillon,Ottaro,Oshawott,ミジュマル,수댕이,Oshawott
Dewott,Mateloutre,Zwottronin,Dewott,フタチマル,쌍검자비,Dewott
Samurott,Clamiral,Admurai,Samurott,ダイケンキ,대검귀,Samurott
Patrat,Ratentif,Nagelotz,Patrat,ミネズミ,보르쥐,Patrat
Watchog,Miradar,Kukmarda,Watchog,ミルホッグ,보르그,Watchog
Lillipup,Ponchiot,Yorkleff,Lillipup,ヨーテリー,요테리,Lillipup
Herdier,Ponchien,Terribark,Herdier,ハーデリア,하데리어,Herdier
Stoutland,Mastouffe,Bissbark,Stoutland,ムーランド,바랜드,Stoutland
Purrloin,Chacripan,Felilou,Purrloin,チョロネコ,쌔비냥,Purrloin
Liepard,Léopardus,Kleoparda,Liepard,レパルダス,레파르다스,Liepard
Pansage,Feuillajou,Vegimak,Pansage,ヤナップ,야나프,Pansage
Simisage,Feuiloutan,Vegichita,Simisage,ヤナッキー,야나키,Simisage
Pansear,Flamajou,Grillmak,Pansear,バオップ,바오프,Pansear
Simisear,Flamoutan,Grillchita,Simisear,バオッキー,바오키,Simisear
Panpour,Flotajou,Sodamak,Panpour,ヒヤップ,앗차프,Panpour
Simipour,Flotoutan,Sodachita,Simipour,ヒヤッキー,앗차키,Simipour
Munna,Munna,Somniam,Munna,ムンナ,몽나,Munna
Musharna,Mushana,Somnivora,Musharna,ムシャーナ,몽얌나,Musharna
Pidove,Poichigeon,Dusselgurr,Pidove,マメパト,콩둘기,Pidove
Tranquill,Colombeau,Navitaub,Tranquill,ハトーボー,유토브,Tranquill
Unfezant,Déflaisan,Fasasnob,Unfezant,ケンホロウ,켄호로우,Unfezant
Blitzle,Zébribon,Elezeba,Blitzle,シママ,줄뮤마,Blitzle
Zebstrika,Zéblitz,Zebritz,Zebstrika,ゼブライカ,제브라이카,Zebstrika
Roggenrola,Nodulithe,Kiesling,Roggenrola,ダンゴロ,단굴,Roggenrola
Boldore,Géolithe,Sedimantur,Boldore,ガントル,암트르,Boldore
Gigalith,Gigalithe,Brockoloss,Gigalith,ギガイアス,기가이어스,Gigalith
Woobat,Chovsourir,Fleknoil,Woobat,コロモリ,또르박쥐,Woobat
Swoobat,Rhinolove,Fletiamo,Swoobat,ココロモリ,맘박쥐,Swoobat
Drilbur,Rototaupe,Rotomurf,Drilbur,モグリュー,두더류,Drilbur
Excadrill,Minotaupe,Stalobor,Excadrill,ドリュウズ,몰드류,Excadrill
Audino,Nanméouïe,Ohrdoch,Audino,タブンネ,다부니,Audino
Timburr,Charpenti,Praktibalk,Timburr,ドッコラー,으랏차,Timburr
Gurdurr,Ouvrifier,Strepoli,Gurdurr,ドテッコツ,토쇠골,Gurdurr
Conkeldurr,Bétochef,Meistagrif,Conkeldurr,ローブシン,노보청,Conkeldurr
Tympole,Tritonde,Schallquap,Tympole,オタマロ,동챙이,Tympole
Palpitoad,Batracné,Mebrana,Palpitoad,ガマガル,두까비,Palpitoad
Seismitoad,Crapustule,Branawarz,Seismitoad,ガマゲロゲ,두빅굴,Seismitoad
Throh,Judokrak,Jiutesto,Throh,ナゲキ,던지미,Throh
Sawk,Karaclée,Karadonis,Sawk,ダゲキ,타격귀,Sawk
Sewaddle,Larveyette,Strawickl,Sewaddle,クルミル,두르보,Sewaddle
Swadloon,Couverdure,Folikon,Swadloon,クルマユ,두르쿤,Swadloon
Leavanny,Manternel,Matrifol,Leavanny,ハハコモリ,모아머,Leavanny
Venipede,Venipatte,Toxiped,Venipede,フシデ,마디네,Venipede
Whirlipede,Scobolide,Rollum,Whirlipede,ホイーガ,휠구,Whirlipede
Scolipede,Brutapode,Cerapendra,Scolipede,ペンドラー,펜드라,Scolipede
Cottonee,Doudouvet,Waumboll,Cottonee,モンメン,소미안,Cottonee
Whimsicott,Farfaduvet,Elfun,Whimsicott,エルフーン,엘풍,Whimsicott
Petilil,Chlorobule,Lilminip,Petilil,チュリネ,치릴리,Petilil
Lilligant,Fragilady,Dressella,Lilligant,ドレディア,드레디어,Lilligant
Basculin,Bargantua,Barschuft,Basculin,バスラオ,배쓰나이,Basculin
Sandile,Mascaïman,Ganovil,Sandile,メグロコ,깜눈크,Sandile
Krokorok,Escroco,Rokkaiman,Krokorok,ワルビル,악비르,Krokorok
Krookodile,Crocorible,Rabigator,Krookodile,ワルビアル,악비아르,Krookodile
Darumaka,Darumarond,Flampion,Darumaka,ダルマッカ,달막화,Darumaka
Darmanitan,Darumacho,Flampivian,Darmanitan,ヒヒダルマ,불비달마,Darmanitan
Maractus,Maracachi,Maracamba,Maractus,マラカッチ,마라카치,Maractus
Dwebble,Crabicoque,Lithomith,Dwebble,イシズマイ,돌살이,Dwebble
Crustle,Crabaraque,Castellith,Crustle,イワパレス,암팰리스,Crustle
Scraggy,Baggiguane,Zurrokex,Scraggy,ズルッグ,곤율랭,Scraggy
Scrafty,Baggaïd,Irokex,Scrafty,ズルズキン,곤율거니,Scrafty
Sigilyph,Cryptéro,Symvolara,Sigilyph,シンボラー,심보러,Sigilyph
Yamask,Tutafeh,Makabaja,Yamask,デスマス,데스마스,Yamask
Cofagrigus,Tutankafer,Echnatoll,Cofagrigus,デスカーン,데스니칸,Cofagrigus
Tirtouga,Carapagos,Galapaflos,Tirtouga,プロトーガ,프로토가,Tirtouga
Carracosta,Mégapagos,Karippas,Carracosta,アバゴーラ,늑골라,Carracosta
Archen,Arkéapti,Flapteryx,Archen,アーケン,아켄,Archen
Archeops,Aéroptéryx,Aeropteryx,Archeops,アーケオス,아케오스,Archeops
Trubbish,Miamiasme,Unratütox,Trubbish,ヤブクロン,깨봉이,Trubbish
Garbodor,Miasmax,Deponitox,Garbodor,ダストダス,더스트나,Garbodor
Zorua,Zorua,Zorua,Zorua,ゾロア,조로아,Zorua
Zoroark,Zoroark,Zoroark,Zoroark,ゾロアーク,조로아크,Zoroark
Minccino,Chinchidou,Picochilla,Minccino,チラーミィ,치라미,Minccino
Cinccino,Pashmilla,Chillabell,Cinccino,チラチーノ,치라치노,Cinccino
Gothita,Scrutella,Mollimorba,Gothita,ゴチム,고디탱,Gothita
Gothorita,Mesmérella,Hypnomorba,Gothorita,ゴチミル,고디보미,Gothorita
Gothitelle,Sidérella,Morbitesse,Gothitelle,ゴチルゼル,고디모아젤,Gothitelle
Solosis,Nucléos,Monozyto,Solosis,ユニラン,유니란,Solosis
Duosion,Méios,Mitodos,Duosion,ダブラン,듀란,Duosion
Reuniclus,Symbios,Zytomega,Reuniclus,ランクルス,란쿨루스,Reuniclus
Ducklett,Couaneton,Piccolente,Ducklett,コアルヒー,꼬지보리,Ducklett
Swanna,Lakmécygne,Swaroness,Swanna,スワンナ,스완나,Swanna
Vanillite,Sorbébé,Gelatini,Vanillite,バニプッチ,바닐프티,Vanillite
Vanillish,Sorboul,Gelatroppo,Vanillish,バニリッチ,바닐리치,Vanillish
Vanilluxe,Sorbouboul,Gelatwino,Vanilluxe,バイバニラ,배바닐라,Vanilluxe
Deerling,Vivaldaim,Sesokitz,Deerling,シキジカ,사철록,Deerling
Sawsbuck,Haydaim,Kronjuwild,Sawsbuck,メブキジカ,바라철록,Sawsbuck
Emolga,Emolga,Emolga,Emolga,エモンガ,에몽가,Emolga
Karrablast,Carabing,Laukaps,Karrablast,カブルモ,딱정곤,Karrablast
Escavalier,Lançargot,Cavalanzas,Escavalier,シュバルゴ,슈바르고,Escavalier
Foongus,Trompignon,Tarnpignon,Foongus,タマゲタケ,깜놀버슬,Foongus
Amoonguss,Gaulet,Hutsassa,Amoonguss,モロバレル,뽀록나,Amoonguss
Frillish,Viskuse,Quabbel,Frillish,プルリル,탱그릴,Frillish
Jellicent,Moyade,Apoquallyp,Jellicent,ブルンゲル,탱탱겔,Jellicent
Alomomola,Mamanbo,Mamolida,Alomomola,ママンボウ,맘복치,Alomomola
Joltik,Statitik,Wattzapf,Joltik,バチュル,피쪼옥,Joltik
Galvantula,Mygavolt,Voltula,Galvantula,デンチュラ,전툴라,Galvantula
Ferroseed,Grindur,Kastadur,Ferroseed,テッシード,철시드,Ferroseed
Ferrothorn,Noacier,Tentantel,Ferrothorn,ナットレイ,너트령,Ferrothorn
Klink,Tic,Klikk,Klink,ギアル,기어르,Klink
Klang,Clic,Kliklak,Klang,ギギアル,기기어르,Klang
Klinklang,Cliticlic,Klikdiklak,Klinklang,ギギギアル,기기기어르,Klinklang
Tynamo,Anchwatt,Zapplardin,Tynamo,シビシラス,저리어,Tynamo
Eelektrik,Lampéroie,Zapplalek,Eelektrik,シビビール,저리릴,Eelektrik
Eelektross,Ohmassacre,Zapplarang,Eelektross,シビルドン,저리더프,Eelektross
Elgyem,Lewsor,Pygraulon,Elgyem,リグレー,리그레,Elgyem
Beheeyem,Neitram,Megalon,Beheeyem,オーベム,벰크,Beheeyem
Litwick,Funécire,Lichtel,Litwick,ヒトモシ,불켜미,Litwick
Lampent,Mélancolux,Laternecto,Lampent,ランプラー,램프라,Lampent
Chandelure,Lugulabre,Skelabra,Chandelure,シャンデラ,샹델라,Chandelure
Axew,Coupenotte,Milza,Axew,キバゴ,터검니,Axew
Fraxure,Incisache,Sharfax,Fraxure,オノンド,액슨도,Fraxure
Haxorus,Tranchodon,Maxax,Haxorus,オノノクス,액스라이즈,Haxorus
Cubchoo,Polarhume,Petznief,Cubchoo,クマシュン,코고미,Cubchoo
Beartic,Polagriffe,Siberio,Beartic,ツンベアー,툰베어,Beartic
Cryogonal,Hexagel,Frigometri,Cryogonal,フリージオ,프리지오,Cryogonal
Shelmet,Escargaume,Schnuthelm,Shelmet,チョボマキ,쪼마리,Shelmet
Accelgor,Limaspeed,Hydragil,Accelgor,アギルダー,어지리더,Accelgor
Stunfisk,Limonde,Flunschlik,Stunfisk,マッギョ,메더,Stunfisk
Mienfoo,Kungfouine,Lin-Fu,Mienfoo,コジョフー,비조푸,Mienfoo
Mienshao,Shaofouine,Wie-Shu,Mienshao,コジョンド,비조도,Mienshao
Druddigon,Drakkarmin,Shardrago,Druddigon,クリムガン,크리만,Druddigon
Golett,Gringolem,Golbit,Golett,ゴビット,골비람,Golett
Golurk,Golemastoc,Golgantes,Golurk,ゴルーグ,골루그,Golurk
Pawniard,Scalpion,Gladiantri,Pawniard,コマタナ,자망칼,Pawniard
Bisharp,Scalproie,Caesurio,Bisharp,キリキザン,절각참,Bisharp
Bouffalant,Frison,Bisofank,Bouffalant,バッフロン,버프론,Bouffalant
Rufflet,Furaiglon,Geronimatz,Rufflet,ワシボン,수리둥보,Rufflet
Braviary,Gueriaigle,Washakwil,Braviary,ウォーグル,워글,Braviary
Vullaby,Vostourno,Skallyk,Vullaby,バルチャイ,벌차이,Vullaby
Mandibuzz,Vaututrice,Grypheldis,Mandibuzz,バルジーナ,버랜지나,Mandibuzz
Heatmor,Aflamanoir,Furnifraß,Heatmor,クイタラン,앤티골,Heatmor
Durant,Fermite,Fermicula,Durant,アイアント,아이앤트,Durant
Deino,Solochi,Kapuno,Deino,モノズ,모노두,Deino
Zweilous,Diamat,Duodino,Zweilous,ジヘッド,디헤드,Zweilous
Hydreigon,Trioxhydre,Trikephalo,Hydreigon,サザンドラ,삼삼드래,Hydreigon
Larvesta,Pyronille,Ignivor,Larvesta,メラルバ,활화르바,Larvesta
Volcarona,Pyrax,Ramoth,Volcarona,ウルガモス,불카모스,Volcarona
Cobalion,Cobaltium,Kobalium,Cobalion,コバルオン,코바르온,Cobalion
Terrakion,Terrakium,Terrakium,Terrakion,テラキオン,테라키온,Terrakion
Virizion,Viridium,Viridium,Virizion,ビリジオン,비리디온,Virizion
Tornadus,Boréas,Boreos,Tornadus,トルネロス,토네로스,Tornadus
Thundurus,Fulguris,Voltolos,Thundurus,ボルトロス,볼트로스,Thundurus
Reshiram,Reshiram,Reshiram,Reshiram,レシラム,레시라무,Reshiram
Zekrom,Zekrom,Zekrom,Zekrom,ゼクロム,제크로무,Zekrom
Landorus,Démétéros,Demeteros,Landorus,ランドロス,랜드로스,Landorus
Kyurem,Kyurem,Kyurem,Kyurem,キュレム,큐레무,Kyurem
Keldeo,Keldeo,Keldeo,Keldeo,ケルディオ,케르디오,Keldeo
Meloetta,Meloetta,Meloetta,Meloetta,メロエッタ,메로엣타,Meloetta
Genesect,Genesect,Genesect,Genesect,ゲノセクト,게노세크트,Genesect
Chespin,Marisson,Igamaro,Chespin,ハリマロン,도치마론,Chespin
Quilladin,Boguérisse,Igastarnish,Quilladin,ハリボーグ,도치보구,Quilladin
Chesnaught,Blindépique,Brigaron,Chesnaught,ブリガロン,브리가론,Chesnaught
Fennekin,Feunnec,Fynx,Fennekin,フォッコ,푸호꼬,Fennekin
Braixen,Roussil,Rutena,Braixen,テールナー,테르나,Braixen
Delphox,Goupelin,Fennexis,Delphox,マフォクシー,마폭시,Delphox
Froakie,Grenousse,Froxy,Froakie,ケロマツ,개구마르,Froakie
Frogadier,Croâporal,Amphizel,Frogadier,ゲコガシラ,개굴반장,Frogadier
Greninja,Amphinobi,Quajutsu,Greninja,ゲッコウガ,개굴닌자,Greninja
Bunnelby,Sapereau,Scoppel,Bunnelby,ホルビー,파르빗,Bunnelby
Diggersby,Excavarenne,Grebbit,Diggersby,ホルード,파르토,Diggersby
Fletchling,Passerouge,Dartiri,Fletchling,ヤヤコマ,화살꼬빈,Fletchling
Fletchinder,Braisillon,Dartignis,Fletchinder,ヒノヤコマ,불화살빈,Fletchinder
Talonflame,Flambusard,Fiaro,Talonflame,ファイアロー,파이어로,Talonflame
Scatterbug,Lépidonille,Purmel,Scatterbug,コフキムシ,분이벌레,Scatterbug
Spewpa,Pérégrain,Puponcho,Spewpa,コフーライ,분떠도리,Spewpa
Vivillon,Prismillon,Vivillon,Vivillon,ビビヨン,비비용,Vivillon
Litleo,Hélionceau,Leufeo,Litleo,シシコ,레오꼬,Litleo
Pyroar,Némélios,Pyroleo,Pyroar,カエンジシ,화염레오,Pyroar
Flabébé,Flabébé,Flabébé,Flabébé,フラベベ,플라베베,Flabébé
Floette,Floette,Floette,Floette,フラエッテ,플라엣테,Floette
Florges,Florges,Florges,Florges,フラージェス,플라제스,Florges
Skiddo,Cabriolaine,Mähikel,Skiddo,メェークル,메이클,Skiddo
Gogoat,Chevroum,Chevrumm,Gogoat,ゴーゴート,고고트,Gogoat
Pancham,Pandespiègle,Pam-Pam,Pancham,ヤンチャム,판짱,Pancham
Pangoro,Pandarbare,Pandagro,Pangoro,ゴロンダ,부란다,Pangoro
Furfrou,Couafarel,Coiffwaff,Furfrou,トリミアン,트리미앙,Furfrou
Espurr,Psystigri,Psiau,Espurr,ニャスパー,냐스퍼,Espurr
Meowstic,Mistigrix,Psiaugon,Meowstic,ニャオニクス,냐오닉스,Meowstic
Honedge,Monorpale,Gramokles,Honedge,ヒトツキ,단칼빙,Honedge
Doublade,Dimoclès,Duokles,Doublade,ニダンギル,쌍검킬,Doublade
Aegislash,Exagide,Durengard,Aegislash,ギルガルド,킬가르도,Aegislash
Spritzee,Fluvetin,Parfi,Spritzee,シュシュプ,슈쁘,Spritzee
Aromatisse,Cocotine,Parfinesse,Aromatisse,フレフワン,프레프티르,Aromatisse
Swirlix,Sucroquin,Flauschling,Swirlix,ペロッパフ,나룸퍼프,Swirlix
Slurpuff,Cupcanaille,Sabbaione,Slurpuff,ペロリーム,나루림,Slurpuff
Inkay,Sepiatop,Iscalar,Inkay,マーイーカ,오케이징,Inkay
Malamar,Sepiatroce,Calamanero,Malamar,カラマネロ,칼라마네로,Malamar
Binacle,Opermine,Bithora,Binacle,カメテテ,거북손손,Binacle
Barbaracle,Golgopathe,Thanathora,Barbaracle,ガメノデス,거북손데스,Barbaracle
Skrelp,Venalgue,Algitt,Skrelp,クズモー,수레기,Skrelp
Dragalge,Kravarech,Tandrak,Dragalge,ドラミドロ,드래캄,Dragalge
Clauncher,Flingouste,Scampisto,Clauncher,ウデッポウ,완철포,Clauncher
Clawitzer,Gamblast,Wummer,Clawitzer,ブロスター,블로스터,Clawitzer
Helioptile,Galvaran,Eguana,Helioptile,エリキテル,목도리키텔,Helioptile
Heliolisk,Iguolta,Elezard,Heliolisk,エレザード,일레도리자드,Heliolisk
Tyrunt,Ptyranidur,Balgoras,Tyrunt,チゴラス,티고라스,Tyrunt
Tyrantrum,Rexillius,Monargoras,Tyrantrum,ガチゴラス,견고라스,Tyrantrum
Amaura,Amagara,Amarino,Amaura,アマルス,아마루스,Amaura
Aurorus,Dragmara,Amagarga,Aurorus,アマルルガ,아마루르가,Aurorus
Sylveon,Nymphali,Feelinara,Sylveon,ニンフィア,님피아,Sylveon
Hawlucha,Brutalibré,Resladero,Hawlucha,ルチャブル,루차불,Hawlucha
Dedenne,Dedenne,Dedenne,Dedenne,デデンネ,데덴네,Dedenne
Carbink,Strassie,Rocara,Carbink,メレシー,멜리시,Carbink
